,feature,impact,risk_score,correlation,risk_correlation
57,Autocorrelation.lm,0.0,0.0,0.0,0.0
62,Autocorrelation_label0.pipe.off,0.0,0.0,0.0,0.0
63,Autocorrelation_label0.lf,0.0,0.0,0.0,0.0
64,Autocorrelation_label0.lm,0.0,0.0,0.0,0.0
65,Autocorrelation_label1.unr,0.0,0.0,0.0,0.0
66,Autocorrelation_label1.unr.factor,0.0,0.0,0.0,0.0
67,Autocorrelation_label1.unr.full,0.0,0.0,0.0,0.0
68,Autocorrelation_label1.pipe,0.0,0.0,0.0,0.0
69,Autocorrelation_label1.pipe.off,0.0,0.0,0.0,0.0
70,Autocorrelation_label1.lf,0.0,0.0,0.0,0.0
71,Autocorrelation_label1.lm,0.0,0.0,0.0,0.0
72,Autocorrelation_label2.unr,0.0,0.0,0.0,0.0
73,Autocorrelation_label2.unr.factor,0.0,0.0,0.0,0.0
74,Autocorrelation_label2.unr.full,0.0,0.0,0.0,0.0
75,Autocorrelation_label2.pipe,0.0,0.0,0.0,0.0
76,Autocorrelation_label2.pipe.off,0.0,0.0,0.0,0.0
77,Autocorrelation_label2.lf,0.0,0.0,0.0,0.0
78,Autocorrelation_label2.lm,0.0,0.0,0.0,0.0
79,Autocorrelation_label3.unr,0.0,0.0,0.0,0.0
80,Autocorrelation_label3.unr.factor,0.0,0.0,0.0,0.0
81,Autocorrelation_label3.unr.full,0.0,0.0,0.0,0.0
82,Autocorrelation_label3.pipe,0.0,0.0,0.0,0.0
83,Autocorrelation_label3.pipe.off,0.0,0.0,0.0,0.0
84,Autocorrelation_label3.lf,0.0,0.0,0.0,0.0
85,Autocorrelation_label3.lm,0.0,0.0,0.0,0.0
86,Autocorrelation_label4.unr,0.0,0.0,0.0,0.0
87,Autocorrelation_label4.unr.factor,0.0,0.0,0.0,0.0
88,Autocorrelation_label4.unr.full,0.0,0.0,0.0,0.0
89,Autocorrelation_label4.pipe,0.0,0.0,0.0,0.0
90,Autocorrelation_label4.pipe.off,0.0,0.0,0.0,0.0
91,Autocorrelation_label4.lf,0.0,0.0,0.0,0.0
92,Autocorrelation_label4.lm,0.0,0.0,0.0,0.0
93,Autocorrelation_label5.unr,0.0,0.0,0.0,0.0
94,Autocorrelation_label5.unr.factor,0.0,0.0,0.0,0.0
95,Autocorrelation_label5.unr.full,0.0,0.0,0.0,0.0
96,Autocorrelation_label5.pipe,0.0,0.0,0.0,0.0
97,Autocorrelation_label5.pipe.off,0.0,0.0,0.0,0.0
98,Autocorrelation_label5.lf,0.0,0.0,0.0,0.0
99,Autocorrelation_label5.lm,0.0,0.0,0.0,0.0
100,gsm_norm.lm,0.0,0.0,0.0,0.0
101,gsm_div.lm,0.0,0.0,0.0,0.0
106,gsm_div_label0.pipe.off,0.0,0.0,0.0,0.0
107,gsm_div_label0.lf,0.0,0.0,0.0,0.0
108,gsm_div_label0.lm,0.0,0.0,0.0,0.0
109,Quantization_and_coding.lm,0.0,0.0,0.0,0.0
16,Reflection_coefficients_label2.unr.factor,0.001099639996924819,0.0009525110368233568,-0.010809698206525817,-1.0296356846445486e-05
35,Reflection_coefficients_label4.lm,0.0012375634064258412,0.001028932955002576,-0.08720331186183444,-8.97263613600085e-05
23,Reflection_coefficients_label3.unr.factor,0.0011251693461712586,0.0010996104092643615,-0.08850168166916593,-9.731737040081579e-05
0,bitoff.ap,0.0018890379399558771,0.0017281835487808854,-0.057913937214435024,-0.00010008591353911571
30,Reflection_coefficients_label4.unr.factor,0.002845622803339411,0.0017188804766554455,-0.5140524388975244,-0.000883594701198071
11,Reflection_coefficients_label1.pipe,0.005187214386425241,0.0054112716211613815,-0.21501606997547132,-0.0011635103575519177
18,Reflection_coefficients_label2.pipe,0.002399115054647838,0.002045936725355966,-0.6069582307853046,-0.001241798135120737
58,Autocorrelation_label0.unr,0.0017144504480028288,0.0032748479454590067,-0.41156814204950815,-0.0013478230844072123
29,Reflection_coefficients_label4.unr,0.004410257976399158,0.0034952916531166196,-0.4454485380094338,-0.0015569725567973751
8,Reflection_coefficients_label1.unr,0.004703067982016762,0.0035624096220714077,-0.6300300451156361,-0.002244425094914025
15,Reflection_coefficients_label2.unr,0.0041190641733978035,0.00390023147544769,-0.6555514346491459,-0.0025568023391934883
59,Autocorrelation_label0.unr.factor,0.007657809940806269,0.008156424673511067,-0.39060651977316596,-0.0031859526555121395
22,Reflection_coefficients_label3.unr,0.00737321124943531,0.006208295766964605,-0.5753636918953879,-0.003572027972859264
1,bitoff.ap.factor,0.009073670696268578,0.00740817083233348,-0.49980079223701296,-0.003702609651027405
39,Reflection_coefficients_label5.pipe,0.045584150132602,0.05912541884950024,-0.9428837350597274,-0.0557483957617876
10,Reflection_coefficients_label1.unr.full,0.0,0.0,,
12,Reflection_coefficients_label1.pipe.off,0.0,0.0,,
17,Reflection_coefficients_label2.unr.full,0.0,0.0,,
19,Reflection_coefficients_label2.pipe.off,0.0,0.0,,
24,Reflection_coefficients_label3.unr.full,0.0,0.0,,
26,Reflection_coefficients_label3.pipe.off,0.0,0.0,,
31,Reflection_coefficients_label4.unr.full,0.0,0.0,,
33,Reflection_coefficients_label4.pipe.off,0.0,0.0,,
36,Reflection_coefficients_label5.unr,0.0,0.0,,
37,Reflection_coefficients_label5.unr.factor,0.0,0.0,,
38,Reflection_coefficients_label5.unr.full,0.0,0.0,,
40,Reflection_coefficients_label5.pipe.off,0.0,0.0,,
47,Reflection_coefficients_label6.pipe.off,0.0,0.0,,
52,Reflection_coefficients_label0.unr.full,0.0,0.0,,
54,Reflection_coefficients_label0.pipe.off,0.0,0.0,,
60,Autocorrelation_label0.unr.full,0.0,0.0,,
61,Autocorrelation_label0.pipe,0.0,0.0,,
103,gsm_div_label0.unr.factor,0.0,0.0,,
104,gsm_div_label0.unr.full,0.0,0.0,,
105,gsm_div_label0.pipe,0.0,0.0,,
